UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air_temperature_K_roll_mean,Air_temperature_K_roll_std,Air_temperature_K_roll_var,Process_temperature_K_roll_mean,Process_temperature_K_roll_std,Process_temperature_K_roll_var,Rotational_speed_rpm_roll_mean,Rotational_speed_rpm_roll_std,Rotational_speed_rpm_roll_var,Torque_Nm_roll_mean,Torque_Nm_roll_std,Torque_Nm_roll_var,Tool_wear_min_roll_mean,Tool_wear_min_roll_std,Tool_wear_min_roll_var
8719,L55898,L,297.2,308.7,1509,39.3,66,0,0,0,0,0,0,297.14,0.05163977807898889,0.0026666666800472215,308.59,0.07378647881771488,0.005444444456317088,1617.8,155.5947728342177,24209.733333331813,34.37,5.7619537581549825,33.20011111111632,55.6,6.801960501684271,46.26666666647294
8720,L55899,L,297.2,308.8,1451,43.1,68,0,0,0,0,0,0,297.15,0.05270462779603421,0.0027777777911185014,308.62,0.09189365841182529,0.008444444456309229,1605.1,164.1519959603792,26945.87777777635,35.120000000000005,6.393364615843187,40.87511111111571,57.8,6.908931417603275,47.73333333314559
8721,L55900,L,297.3,308.8,1554,36.1,70,0,0,0,0,0,0,297.16999999999996,0.06749485586929774,0.004555555568817276,308.65,0.09718253164176682,0.00944444445630301,1589.3,160.27757173104004,25688.899999998688,35.52,6.3079843584675235,39.79066666667094,60.0,6.944222218653466,48.222222222040465
8722,L55901,L,297.2,308.7,1669,30.7,72,0,0,0,0,0,0,297.18,0.06324555330790221,0.004000000013222701,308.66999999999996,0.08232726030685579,0.006777777789632794,1582.9,155.09599178142997,24054.766666665397,35.720000000000006,6.095863807169551,37.159555555559656,62.2,6.9089314176041405,47.73333333315756
8723,L55902,L,297.2,308.6,1366,50.4,74,0,0,0,0,0,0,297.17999999999995,0.06324555330790221,0.004000000013222701,308.66999999999996,0.08232726030685579,0.006777777789632794,1554.3,166.86125307505247,27842.677777776713,37.55,7.478450522817198,55.92722222222483,64.4,6.801960501686032,46.26666666649689
8724,L55903,L,297.2,308.6,1578,34.4,76,0,0,0,0,0,0,297.18,0.06324555330790221,0.004000000013222701,308.67,0.08232726030685579,0.006777777789632794,1520.4,109.59643140986365,12011.37777777695,38.58,5.979186120758279,35.750666666668444,66.6,6.619835513217716,43.82222222205845
8725,M23584,M,297.2,308.6,1513,39.0,78,0,0,0,0,0,0,297.18,0.06324555330790221,0.004000000013222701,308.67,0.08232726030685579,0.006777777789632794,1527.3,106.37674140107055,11316.011111110238,38.37,5.91740370996171,35.015666666668615,68.8,6.356099432815872,40.39999999984226
8726,M23585,M,297.1,308.5,1515,42.1,81,0,0,0,0,0,0,297.17999999999995,0.06324555330790221,0.004000000013222701,308.66,0.09660917836929656,0.009333333345190558,1534.6,102.29934288916341,10465.15555555463,38.87,6.008706645822967,36.10455555555709,71.0,6.394442031071767,40.88888888873723
8727,L55906,L,297.2,308.6,1562,33.0,84,0,0,0,0,0,0,297.19,0.05676462133588127,0.0032222222354059867,308.65999999999997,0.09660917836929656,0.009333333345190558,1519.1,81.14794445263583,6584.988888888069,39.04,5.790835671798948,33.53377777777918,73.3,6.532823109317481,42.677777777632514
8728,L55907,L,297.2,308.7,1501,38.5,86,0,0,0,0,0,0,297.2,0.04714045221852598,0.002222222235367131,308.66,0.09660917836929656,0.009333333345190558,1521.8,79.92051606995572,6387.288888888051,38.660000000000004,5.676697005203872,32.224888888890604,75.5,6.7535998631079694,45.61111111097198
8729,M23588,M,297.2,308.7,1398,38.1,88,0,0,0,0,0,0,297.2,0.04714045221852598,0.002222222235367131,308.66,0.09660917836929656,0.009333333345190558,1510.7,89.079302995822,7935.122222221463,38.540000000000006,5.674347735398672,32.19822222222403,77.7,6.896859188538914,47.566666666533656
8730,L55909,L,297.3,308.7,1352,53.8,91,0,0,0,0,0,0,297.21,0.05676462133520143,0.0032222222353288058,308.65,0.08498365862965035,0.007222222234080943,1500.8,101.13665123100296,10228.622222221533,39.61,7.3817266874959415,54.48988888888981,80.0,7.133644853002023,50.88888888876225
8731,H38144,H,297.3,308.7,1569,33.9,93,0,0,0,0,0,0,297.21000000000004,0.05676462133520143,0.0032222222353288058,308.64,0.06992058996282177,0.0048888889007490536,1502.3,102.11980980962927,10428.455555554856,39.39,7.529268815023807,56.689888888889996,82.3,7.25794583733287,52.67777777765754
8732,H38145,H,297.2,308.6,1486,46.6,98,0,0,0,0,0,0,297.21,0.05676462133520143,0.0032222222353288058,308.63,0.0674948558589314,0.004555555567417926,1484.0,83.65537772445744,6998.22222222165,40.98,7.160043451140643,51.26622222222201,84.9,7.795297727896843,60.766666666553675
8733,L55912,L,297.2,308.6,1864,23.6,103,0,0,0,0,0,0,297.21,0.05676462133520143,0.0032222222353288058,308.63,0.0674948558589314,0.004555555567417926,1533.8,136.89395733762183,18739.95555555462,38.3,8.18467402459566,66.98888888889091,87.8,8.63841549256097,74.62222222211737
8734,M23593,M,297.3,308.7,1447,44.5,105,0,0,0,0,0,0,297.21999999999997,0.06324555330668083,0.004000000013068206,308.64,0.06992058996282177,0.0048888889007490536,1520.7,138.45340170773562,19169.344444443606,39.31,8.272638971667792,68.43655555555674,90.7,9.092732140433979,82.67777777768107
8735,L55914,L,297.2,308.6,1392,41.5,108,0,0,0,0,0,0,297.21999999999997,0.06324555330668083,0.004000000013068206,308.64,0.06992058996282177,0.0048888889007490536,1508.6,144.36235274090035,20840.488888888136,39.56,8.299959839260326,68.8893333333343,93.7,9.381423725161486,88.01111111102283
8736,L55915,L,297.3,308.6,1358,47.6,110,0,0,0,0,0,0,297.24,0.05163977807521958,0.0026666666796579283,308.65,0.05270462778196303,0.00277777778963527,1492.9,151.92794344688323,23082.09999999935,40.11,8.661338105499537,75.01877777777831,96.6,9.500877152483687,90.26666666658652
8737,L55916,L,297.3,308.7,1491,40.2,112,0,0,0,0,0,0,297.25,0.05270462779234737,0.0027777777907298747,308.65999999999997,0.05163977806422211,0.002666666678522115,1485.8,149.9865179126276,22495.95555555496,40.83,8.296190558188602,68.8267777777777,99.4,9.500877152484097,90.26666666659432
8738,L55917,L,297.3,308.7,1556,36.7,114,0,0,0,0,0,0,297.26,0.05163977807446066,0.0026666666795795474,308.65999999999997,0.05163977806422211,0.002666666678522115,1491.3,151.60551880895596,22984.2333333327,40.65,8.371545722133867,70.08277777777784,102.2,9.23519836759473,85.28888888882437
8739,L55918,L,297.3,308.7,1531,36.7,116,0,0,0,0,0,0,297.27000000000004,0.04830458928721716,0.002333333346206735,308.65999999999997,0.05163977806422211,0.002666666678522115,1504.6,148.30913660324262,21995.59999999928,40.51,8.430427694435869,71.07211111111128,105.0,8.67947771085776,75.33333333327667
8740,H38153,H,297.4,308.7,1429,37.6,118,0,0,0,0,0,0,297.28000000000003,0.06324555330482186,0.004000000012833064,308.66,0.05163977806422211,0.002666666678522115,1512.3,141.34123405589634,19977.34444444367,38.89,7.033641383459397,49.472111111112625,107.7,8.014570065404897,64.23333333328425
8741,M23600,M,297.4,308.8,1573,33.9,123,0,0,0,0,0,0,297.28999999999996,0.0737864788239502,0.005444444457237252,308.66999999999996,0.06749485585887287,0.0045555555674100245,1512.7,141.52506648803833,20029.34444444367,38.89,7.033641383459397,49.472111111112625,110.7,7.498888806569454,56.23333333329265
8742,L55921,L,297.4,308.8,1538,41.2,126,0,0,0,0,0,0,297.31,0.0737864788234028,0.005444444457156471,308.69,0.0737864788175755,0.005444444456296518,1517.9,141.39027940813438,19991.211111110308,38.35000000000001,6.567808699339001,43.13611111111307,113.5,7.457285773730164,55.61111111107829
8743,L55922,L,297.4,308.8,1467,39.0,128,0,0,0,0,0,0,297.33000000000004,0.06749485586462296,0.004555555568186229,308.71,0.07378647881756736,0.005444444456295317,1478.2,72.2384938934876,5218.399999999445,39.89,4.046521139612893,16.374333333334025,116.0,7.731609003160465,59.77777777775197
8744,H38157,H,297.4,308.7,1323,51.1,130,0,0,0,0,0,0,297.34000000000003,0.06992058996803917,0.00488888890147866,308.71,0.07378647881756736,0.005444444456295317,1465.8,87.26816907288048,7615.733333332852,40.55,5.2432496284906,27.491666666666813,118.5,7.820912137765509,61.16666666664787
8745,M23604,M,297.4,308.7,1798,23.0,135,0,0,0,0,0,0,297.36,0.05163977807053309,0.00266666667917391,308.71999999999997,0.06324555329705366,0.004000000011850454,1506.4,132.06412583791487,17440.933333332614,38.7,7.6033618295536085,57.8111111111128,121.2,8.430104783847911,71.06666666665544
8746,L55925,L,297.4,308.6,1411,46.3,138,0,0,0,0,0,0,297.37,0.04830458928300403,0.0023333333457997082,308.71999999999997,0.06324555329705366,0.004000000011850454,1511.7,126.38833455311594,15974.011111110362,38.57,7.4437221871857755,55.40900000000178,124.0,8.931840671315987,79.77777777777442
8747,L55926,L,297.3,308.5,1528,44.5,140,0,0,0,0,0,0,297.37,0.04830458928300403,0.0023333333457997082,308.7,0.09428090422105141,0.00888888890073907,1515.4,126.25652898408991,15940.711111110337,39.0,7.669130039030305,58.815555555556976,126.8,9.138441393974995,83.51111111111564
8748,L55927,L,297.3,308.5,1504,42.0,142,0,0,0,0,0,0,297.37,0.04830458928300403,0.0023333333457997082,308.67999999999995,0.11352924249169899,0.012888888900738991,1510.2,125.46695005281198,15741.955555554816,39.53,7.675654152361716,58.91566666666765,129.6,9.070097390143014,82.26666666667911
8749,L55928,L,297.3,308.5,1384,39.6,144,0,0,0,0,0,0,297.37,0.04830458928300403,0.0023333333457997082,308.65999999999997,0.12649110645358125,0.01600000001185122,1495.5,131.23790949603034,17223.38888888825,39.82000000000001,7.611365770273403,57.93288888888964,132.4,8.720346578230984,76.04444444446484
8750,L55929,L,297.2,308.4,1677,26.4,146,0,0,0,0,0,0,297.34999999999997,0.07071067820738869,0.0050000000125488735,308.63,0.14944341184938928,0.022333333345186186,1520.3,140.3883898333448,19708.899999999187,38.7,8.717925339335265,76.0022222222239,135.2,8.052604823563168,64.8444444444728
8751,L55930,L,297.3,308.5,1764,30.8,148,0,0,0,0,0,0,297.34000000000003,0.06992058996804013,0.004888888901478794,308.6,0.14142135627920957,0.020000000011851125,1539.4,159.98069327959942,25593.82222222127,38.39,8.959346454339782,80.26988888889083,137.7,7.7179444586432595,59.56666666670219
8752,M23611,M,297.4,308.5,1472,42.0,150,0,0,0,0,0,0,297.34000000000003,0.06992058996804013,0.004888888901478794,308.57,0.12516655575078475,0.01566666667851431,1532.8,161.39998623158135,26049.955555554654,38.47,8.990742152038747,80.83344444444633,140.1,7.4004504367443085,54.76666666670903
8753,M23612,M,297.4,308.5,1465,55.9,153,0,0,0,0,0,0,297.34,0.06992058996804013,0.004888888901478794,308.54,0.09660917836921991,0.009333333345175747,1532.6,161.4917954572278,26079.5999999991,40.16,10.553903964357898,111.38488888888936,142.6,7.074209810607399,50.04444444449397
8754,M23613,M,297.4,308.6,1657,33.1,156,0,0,0,0,0,0,297.34,0.06992058996804013,0.004888888901478794,308.53,0.08232726030677151,0.006777777789618917,1566.0,147.23526147706963,21678.222222221066,38.36,10.00124436702208,100.02488888889087,145.2,6.696599468723016,44.844444444501384
8755,L55934,L,297.4,308.6,1635,30.5,159,0,0,0,0,0,0,297.34000000000003,0.06992058996804013,0.004888888901478794,308.52000000000004,0.06324555329697058,0.004000000011839946,1549.7,126.22031004028484,15931.566666665633,39.11,8.947060349013537,80.04988888889024,147.6,6.931409989641954,48.04444444450827
8756,M23615,M,297.4,308.7,1582,31.9,161,0,0,0,0,0,0,297.34000000000003,0.06992058996804013,0.004888888901478794,308.53000000000003,0.08232726030677151,0.006777777789618917,1566.8,116.55499417298901,13585.066666665502,37.67,8.819177336287748,77.77788888889145,149.9,7.20262297901592,51.87777777784816
8757,L55936,L,297.5,308.7,1761,26.2,164,0,0,0,0,0,0,297.36,0.08432740434532289,0.007111111123619582,308.55,0.09718253164169542,0.009444444456289133,1590.1,130.40317821620584,17004.988888887543,35.839999999999996,9.137371370123885,83.49155555555966,152.3,7.5284645033270206,56.67777777785496
8758,L55937,L,297.5,308.8,1587,34.9,166,0,0,0,0,0,0,297.38,0.09189365841488029,0.008444444456870698,308.58000000000004,0.12292725947878415,0.015111111122964328,1598.4,126.9087161002774,16105.822222220808,35.13,8.877693644435425,78.81344444444915,154.7,7.7035345423077315,59.344444444528385
8759,M23618,M,297.5,308.7,1446,53.0,168,0,0,0,0,0,0,297.4,0.09428090422366857,0.008888888901232565,308.6,0.12472191294000723,0.015555555567414744,1604.6,116.3454625959483,13536.266666665208,36.47,10.491906933971284,110.0801111111147,157.1,7.738073260047906,59.87777777786843
8760,M23619,M,297.5,308.7,1352,53.0,171,0,0,0,0,0,0,297.43,0.06749485586158344,0.0045555555677759246,308.63,0.10593499060315684,0.011222222234090928,1572.1,137.36767370009795,18869.87777777658,39.13,11.014137379850661,121.31122222222358,159.6,7.791733511305987,60.711111111208716
8761,M23620,M,297.4,308.7,1392,46.4,174,0,0,0,0,0,0,297.43999999999994,0.05163977806737014,0.0026666666788472426,308.65,0.09718253164185452,0.009444444456320054,1534.9,129.786534141426,16844.544444443534,40.69,10.806011701311864,116.76988888888893,162.2,7.828722046987858,61.28888888899376
8762,L55941,L,297.5,308.8,1417,49.8,177,0,0,0,0,0,0,297.45,0.05270462778464515,0.0027777777899179895,308.68,0.09189365841193763,0.008444444456329874,1529.4,133.84999896235098,17915.822222221355,41.47,11.185908794351711,125.12455555555493,164.9,7.809538327519839,60.98888888900136
8763,H38176,H,297.5,308.8,1824,24.0,179,0,0,0,0,0,0,297.46000000000004,0.05163977806658799,0.002666666678766462,308.71,0.07378647881787917,0.005444444456341331,1565.3,160.20684546339518,25666.233333332184,38.28,11.16211847674495,124.59288888889101,167.5,7.735200923922608,59.83333333345317
8764,L55943,L,297.5,308.8,1603,36.7,184,0,0,0,0,0,0,297.46999999999997,0.04830458927878851,0.00233333334539245,308.73,0.06749485585925818,0.0045555555674620385,1559.9,157.66240304312322,24857.43333333223,38.64,11.03380663637399,121.7448888888907,170.3,8.165646194754315,66.67777777790562
8765,L55944,L,297.4,308.8,1620,33.4,186,0,0,0,0,0,0,297.46999999999997,0.04830458927878851,0.00233333334539245,308.75,0.05270462778253018,0.0027777777896950528,1558.4,156.9382043990529,24629.599999998904,38.92999999999999,10.83236405920299,117.34011111111266,173.0,8.472176684767224,71.77777777791334
8766,L55945,L,297.4,308.8,1353,49.4,188,0,0,0,0,0,0,297.46999999999997,0.04830458927878851,0.00233333334539245,308.76,0.05163977806486972,0.002666666678589,1535.5,169.3302165067455,28672.72222222131,40.68,10.982996959947783,120.62622222222227,175.7,8.525126261699645,72.67777777792097
8767,L55946,L,297.5,308.8,1360,50.7,190,0,0,0,0,0,0,297.46999999999997,0.04830458927878851,0.00233333334539245,308.77000000000004,0.04830458927742449,0.002333333345260673,1495.4,157.02950890411034,24658.266666666073,43.13,10.090374951738148,101.81566666666463,178.3,8.52512626170007,72.6777777779282
8768,L55947,L,297.5,308.6,1380,53.5,192,0,0,0,0,0,0,297.46999999999997,0.04830458927878851,0.00233333334539245,308.75,0.07071067820290157,0.0050000000119142995,1474.7,157.25637241989983,24729.566666666233,44.989999999999995,10.119008515330428,102.3943333333297,180.9,8.319321553544418,69.21111111126869
8769,M23628,M,297.5,308.7,1363,53.6,194,0,0,0,0,0,0,297.46999999999997,0.04830458927878851,0.00233333334539245,308.75,0.07071067820290157,0.0050000000119142995,1466.4,161.0832772891769,25947.822222221854,45.05,10.173413062160096,103.49833333332964,183.5,7.891627067844917,62.27777777794256
8770,M23629,M,297.4,308.6,1452,41.2,197,0,0,0,0,0,0,297.46,0.05163977806659757,0.002666666678767452,308.74,0.0843274043417586,0.007111111123018448,1476.4,156.2229176529473,24405.599999999555,43.87,9.827291929451572,96.57566666666399,186.1,7.593125545895286,57.65555555572759
8771,L55950,L,297.4,308.6,1680,32.8,200,0,0,0,0,0,0,297.4599999999999,0.05163977806659757,0.002666666678767452,308.73,0.09486832986777229,0.009000000011900454,1505.2,165.2222745273752,27298.399999999332,42.510000000000005,10.364624664909142,107.42544444444296,188.7,7.4393846818553335,55.34444444462378
8772,L55951,L,297.5,308.6,1536,39.0,202,0,0,0,0,0,0,297.4599999999999,0.05163977806659757,0.002666666678767452,308.71,0.09944289266095062,0.009888888900777347,1517.1,162.42567531027612,26382.09999999924,41.43,10.07935734282915,101.59344444444389,191.2,7.269418439230938,52.84444444463077
8773,L55952,L,297.5,308.6,1621,28.9,0,0,0,0,0,0,0,297.4599999999999,0.05163977806659757,0.002666666678767452,308.69000000000005,0.09944289266088743,0.009888888900764779,1496.8,129.06742424019856,16658.399999999398,41.92,9.220363935936051,85.01511111111014,173.3,61.17379613309501,3742.23333333347
8774,L55953,L,297.5,308.6,1585,37.6,2,0,0,0,0,0,0,297.4599999999999,0.05163977806659757,0.002666666678767452,308.67,0.09486832986757356,0.009000000011862748,1495.0,127.53822956274489,16265.999999999414,42.010000000000005,9.167993843317635,84.05211111111008,155.1,81.37492106157684,6621.877777777862
8775,M23634,M,297.6,308.7,1408,51.5,4,0,0,0,0,0,0,297.48,0.06324555329837639,0.004000000012017769,308.65999999999997,0.08432740434145734,0.007111111122967639,1473.8,121.94880528775458,14871.511111110678,43.82000000000001,9.065416580487364,82.18177777777522,136.9,93.1909032279679,8684.544444444477
8776,H38189,H,297.5,308.6,1536,38.7,7,0,0,0,0,0,0,297.49,0.05676462132523732,0.003222222234197587,308.64,0.06992058996271056,0.004888888900733501,1492.1,115.3597753888989,13307.877777777205,42.75,8.964528865354616,80.36277777777612,118.8,99.52531782862523,9905.288888888868
8777,L55956,L,297.5,308.6,1352,52.6,12,0,0,0,0,0,0,297.49,0.05676462132523732,0.003222222234197587,308.62,0.04216370227591109,0.0017777777896116698,1491.3,116.40069682876326,13549.122222221657,42.940000000000005,9.169538943940562,84.08044444444262,101.0,101.27849393298294,10257.333333333263
8778,H38191,H,297.5,308.6,1481,38.8,14,0,0,0,0,0,0,297.49,0.05676462132523732,0.003222222234197587,308.62,0.04216370227591109,0.0017777777896116698,1501.4,109.86881065868926,12071.15555555491,41.47,8.437620781028492,71.19344444444387,83.2,99.1270789329417,9826.177777777655
8779,L55958,L,297.5,308.7,1454,45.0,19,0,0,0,0,0,0,297.49,0.05676462132523732,0.003222222234197587,308.62,0.04216370227591109,0.0017777777896116698,1510.5,100.50124377339458,10100.499999999283,40.61,7.443632625718898,55.40766666666682,65.7,92.62714984759445,8579.788888888717
8780,M23639,M,297.5,308.6,1349,51.5,21,0,0,0,0,0,0,297.5,0.04714045220567078,0.002222222234155131,308.62,0.04216370227591109,0.0017777777896116698,1500.2,111.80518771505805,12500.399999999368,41.64,8.207747017977002,67.36711111111039,48.1,80.88324919289396,6542.09999999978
8781,M23640,M,297.5,308.6,1327,52.1,24,0,0,0,0,0,0,297.51000000000005,0.03162277678968865,0.0010000000118904713,308.62,0.04216370227591109,0.0017777777896116698,1464.9,104.19687561961032,10856.988888888545,43.57,8.167149645582048,66.70233333333097,30.5,60.817121127376225,3698.722222221952
8782,L55961,L,297.6,308.7,1552,42.3,27,0,0,0,0,0,0,297.52000000000004,0.04216370227608425,0.0017777777896262723,308.63,0.04830458927650806,0.0023333333451721378,1466.5,105.52435211309536,11135.388888888534,43.9,8.027452896155628,64.43999999999737,13.0,9.580071908783296,91.77777777745882
